strain	region	country
Japan/IC-1309/2021	Asia	Japan
Japan/IC-1308/2021	Asia	Japan
Albania/210901065/2021	Europe	Albania
Albania/210901075/2021	Europe	Albania
Albania/210901076/2021	Europe	Albania
Albania/210901077/2021	Europe	Albania
Albania/211060667/2021	Europe	Albania
Albania/210901063/2021	Europe	Albania
Albania/210901061/2021	Europe	Albania
Albania/210901062/2021	Europe	Albania
Albania/210901071/2021	Europe	Albania
Albania/210901048/2021	Europe	Albania
Albania/210901074/2021	Europe	Albania
Albania/210901066/2021	Europe	Albania
Albania/210901070/2021	Europe	Albania
Albania/210901059/2021	Europe	Albania
Argentina/INEI104053/2021	South America	Argentina
Argentina/INEI104387/2021	South America	Argentina
Argentina/INEI104389/2021	South America	Argentina
Argentina/INEI104510/2021	South America	Argentina
Argentina/INEI104496/2021	South America	Argentina
Argentina/INEI104493/2021	South America	Argentina
Argentina/PAIS-E0243/2021	South America	Argentina
Argentina/INEI104518/2021	South America	Argentina
Argentina/INEI104528/2021	South America	Argentina
Argentina/INEI104776/2021	South America	Argentina
Argentina/INEI104799/2021	South America	Argentina
Argentina/INEI104808/2021	South America	Argentina
Argentina/INEI104580/2021	South America	Argentina
Argentina/INEI104553/2021	South America	Argentina
Argentina/INEI104549/2021	South America	Argentina
Argentina/INEI104533/2021	South America	Argentina
Argentina/INEI104751/2021	South America	Argentina
Argentina/INEI104820/2021	South America	Argentina
Argentina/INEI104527/2021	South America	Argentina
Argentina/INEI104662/2021	South America	Argentina
Argentina/INEI104661/2021	South America	Argentina
Argentina/INEI104652/2021	South America	Argentina
Argentina/INEI104593/2021	South America	Argentina
Argentina/INEI104692/2021	South America	Argentina
Argentina/INEI104698/2021	South America	Argentina
Argentina/INEI104714/2021	South America	Argentina
Argentina/INEI104716/2021	South America	Argentina
Argentina/INEI104666/2021	South America	Argentina
Argentina/INEI104410/2021	South America	Argentina
Argentina/INEI104240/2021	South America	Argentina
Argentina/INEI104253/2021	South America	Argentina
Argentina/INEI104342/2021	South America	Argentina
Argentina/INEI104340/2021	South America	Argentina
Argentina/INEI104323/2021	South America	Argentina
Argentina/INEI103286/2021	South America	Argentina
Argentina/INEI104091/2021	South America	Argentina
Argentina/INEI103267/2021	South America	Argentina
Argentina/INEI104287/2021	South America	Argentina
Argentina/INEI103266/2021	South America	Argentina
Argentina/INEI103362/2021	South America	Argentina
Argentina/INEI103292/2021	South America	Argentina
Argentina/INEI103356/2021	South America	Argentina
Argentina/INEI104129/2021	South America	Argentina
Argentina/INEI103417/2021	South America	Argentina
