strain	region	country
Japan/IC-1309/2021	Asia	Japan
Japan/IC-1308/2021	Asia	Japan
Albania/210901065/2021	Europe	Albania
Albania/210901064/2021	Europe	Albania
Albania/210901063/2021	Europe	Albania
Albania/210901061/2021	Europe	Albania
Albania/210901050/2021	Europe	Albania
Albania/210901070/2021	Europe	Albania
Albania/210901062/2021	Europe	Albania
Albania/210901073/2021	Europe	Albania
Albania/210901075/2021	Europe	Albania
Albania/210901059/2021	Europe	Albania
Albania/210901071/2021	Europe	Albania
Albania/210901051/2021	Europe	Albania
Albania/210901048/2021	Europe	Albania
Albania/211060667/2021	Europe	Albania
Argentina/INEI103794/2021	South America	Argentina
Argentina/INEI104767/2021	South America	Argentina
Argentina/INEI104776/2021	South America	Argentina
Argentina/INEI104799/2021	South America	Argentina
Argentina/INEI103046/2021	South America	Argentina
Argentina/INEI103832/2021	South America	Argentina
Argentina/PAIS-A0470/2021	South America	Argentina
Argentina/INEI104002/2021	South America	Argentina
Argentina/INEI103420/2021	South America	Argentina
Argentina/INEI104808/2021	South America	Argentina
Argentina/INEI104003/2021	South America	Argentina
Argentina/INEI104086/2021	South America	Argentina
Argentina/INEI104287/2021	South America	Argentina
Argentina/INEI104342/2021	South America	Argentina
Argentina/INEI104340/2021	South America	Argentina
Argentina/INEI104323/2021	South America	Argentina
Argentina/INEI103286/2021	South America	Argentina
Argentina/INEI103290/2021	South America	Argentina
Argentina/INEI103292/2021	South America	Argentina
Argentina/INEI103356/2021	South America	Argentina
Argentina/INEI104410/2021	South America	Argentina
Argentina/INEI103995/2021	South America	Argentina
Argentina/INEI104580/2021	South America	Argentina
Argentina/INEI104533/2021	South America	Argentina
Argentina/INEI104549/2021	South America	Argentina
Argentina/INEI104389/2021	South America	Argentina
Argentina/INEI104387/2021	South America	Argentina
Argentina/INEI104253/2021	South America	Argentina
Argentina/INEI104240/2021	South America	Argentina
Argentina/INEI104269/2021	South America	Argentina
Argentina/INEI104243/2021	South America	Argentina
Argentina/INEI104339/2021	South America	Argentina
Argentina/INEI104297/2021	South America	Argentina
Argentina/INEI104510/2021	South America	Argentina
Argentina/INEI104496/2021	South America	Argentina
Argentina/INEI104493/2021	South America	Argentina
Argentina/INEI104491/2021	South America	Argentina
Argentina/INEI104820/2021	South America	Argentina
Argentina/INEI104553/2021	South America	Argentina
Argentina/INEI104518/2021	South America	Argentina
Argentina/INEI104716/2021	South America	Argentina
Argentina/INEI104714/2021	South America	Argentina
Argentina/INEI104698/2021	South America	Argentina
Argentina/INEI104692/2021	South America	Argentina
